id = 250
editor = MH


### Experiment

collaboration = CLAS
process = ep2epgamma
exptype = fixed target
year = 2025
reference = Priv comunication
inspiretex = Private comunication from Silvia Niccolai
reference2 = bin averages from Silvia Niccolai


### Scattering Process

frame = Trento

in1particle = em
in1energy = 11
in1energyunit = GeV
in1polarizationvector = L
in1polarization = +1

in2particle = p
in2polarizationvector = L
in2polarization = +1

out1particle = em
out2particle = p
out3particle = gamma


### Observable 
# 

y1name = AUT
y1namelong = transversal target spin asymmetry
y1unit = 1
y1value = column5
y1errorstatistic = column6
y1errorsystematic = column7


### x-axes

x1name = xB
x1unit = 1
x1value = column2

x2name = Q2
x2unit = GeV^2
x2value = column1

x3name = tm
x3unit = GeV^2
x3value = column3

x4name = phi
x4unit = deg
x4value = column4

### Data
table=
#
#  CLAS 2015 BTSA (DSA)
#                                      error
#  Q2     xB    -t    phi    BTSA   stat  syst
###########################################################
1.76844 0.12489 1.61421 20 0.66643 0.364081 0
1.76844 0.12489 1.61421 60 0.432913 0.132419 0
1.76844 0.12489 1.61421 100 -0.177701 0.0520891 0
1.76844 0.12489 1.61421 140 -0.68424 0.189674 0
1.76844 0.12489 1.61421 180 -0.914482 0.109282 0
1.76844 0.12489 1.61421 220 -0.68424 0.0902087 0
1.76844 0.12489 1.61421 260 -0.177701 0.076261 0
1.76844 0.12489 1.61421 300 0.432913 0.139088 0
1.76844 0.12489 1.61421 340 0.66643 0.142598 0
1.90043 0.179856 1.39071 20 0.499569 0.945725 0
1.90043 0.179856 1.39071 60 0.465278 0.104045 0
1.90043 0.179856 1.39071 100 -0.157263 0.114828 0
1.90043 0.179856 1.39071 140 -0.681511 0.549562 0
1.90043 0.179856 1.39071 180 -0.922236 0.278793 0
1.90043 0.179856 1.39071 220 -0.681511 0.2991 0
1.90043 0.179856 1.39071 260 -0.157263 0.203201 0
1.90043 0.179856 1.39071 300 0.465278 0.146354 0
1.90043 0.179856 1.39071 340 0.499569 0.406205 0
1.97501 0.272702 1.34327 20 0.326133 0.0898518 0
1.97501 0.272702 1.34327 60 0.403263 0.0669088 0
1.97501 0.272702 1.34327 100 -0.14012 0.256004 0
1.97501 0.272702 1.34327 140 -0.647071 0.294404 0
1.97501 0.272702 1.34327 220 -0.647071 0.263761 0
1.97501 0.272702 1.34327 260 -0.14012 0.155302 0
1.97501 0.272702 1.34327 300 0.403263 0.102169 0
1.97501 0.272702 1.34327 340 0.326133 0.0916808 0
2.44098 0.149417 1.81358 20 0.667396 0.434985 0
2.44098 0.149417 1.81358 60 0.466442 0.61375 0
2.44098 0.149417 1.81358 100 -0.171064 0.364275 0
2.44098 0.149417 1.81358 140 -0.706112 0.182276 0
2.44098 0.149417 1.81358 180 -0.921464 0.248533 0
2.44098 0.149417 1.81358 220 -0.706112 0.379218 0
2.44098 0.149417 1.81358 260 -0.171064 0.432985 0
2.44098 0.149417 1.81358 300 0.466442 0.474714 0
2.68574 0.182614 1.55761 60 0.472114 0.357369 0
2.68574 0.182614 1.55761 100 -0.152981 0.188374 0
2.68574 0.182614 1.55761 140 -0.707049 0.136017 0
2.68574 0.182614 1.55761 180 -0.929716 0.260546 0
2.68574 0.182614 1.55761 220 -0.707049 0.257762 0
2.68574 0.182614 1.55761 260 -0.152981 0.234129 0
2.68574 0.182614 1.55761 300 0.472114 0.123389 0
2.68574 0.182614 1.55761 340 0.463097 0.767011 0
2.98153 0.322961 1.52805 20 0.0287604 0.122265 0
2.98153 0.322961 1.52805 60 0.412253 0.0556558 0
2.98153 0.322961 1.52805 100 -0.136711 0.0928522 0
2.98153 0.322961 1.52805 140 -0.663543 0.123212 0
2.98153 0.322961 1.52805 180 -0.890751 0.130792 0
2.98153 0.322961 1.52805 220 -0.663543 0.149355 0
2.98153 0.322961 1.52805 260 -0.136711 0.0991641 0
2.98153 0.322961 1.52805 300 0.412253 0.081104 0
2.98153 0.322961 1.52805 340 0.0287604 0.0708076 0
5.1199 0.442012 1.6935 20 -0.273998 0.20115 0
5.1199 0.442012 1.6935 60 0.144531 0.25773 0
5.1199 0.442012 1.6935 100 -0.174186 0.298856 0
5.1199 0.442012 1.6935 140 -0.655746 0.171403 0
5.1199 0.442012 1.6935 180 -0.8598 0.161116 0
5.1199 0.442012 1.6935 220 -0.655746 0.271142 0
5.1199 0.442012 1.6935 260 -0.174186 0.171226 0
5.1199 0.442012 1.6935 300 0.144531 0.149583 0
