id = 168
editor = MH

collaboration = CLAS
process = ep2epgamma
exptype = fixed target
year = 2025
reference = Priv comunication from Sangbaek

### Scattering Process

frame = Trento

in1energy = 11
in1particle = em
in1energyunit = GeV
in1polarizationvector = L
in1polarization = 1

in2particle = p

out1particle = em
out2particle = p
out3particle = gamma


### Observable
# XUU


y1name = XUU
y1namelong = Beam Helicity Independent Cross Section
y1unit = nb/GeV^4
y1value = column5
y1errorstatistic = column6
#y1errorsystematic = column7


### x-axes

x1name = xB
x1unit = 1
x1value = column1

x2name = Q2
x2unit = GeV^2
x2value = column2

x3name = tm
x3unit = GeV^2
x3value = column3

x4name = FTn
x4unit = 1
x4value = column4

### Data
#
# CLAS 2018 XUU
#
#   xB    Q2    tm  FTn     FTval      FTerr
###########################################################
0.072 1.091 0.130    0  1.184510 0.187410
0.084 1.085 0.446    0  0.527076 0.055408
0.079 1.086 0.681    0  0.631049 0.083165
0.079 1.296 0.215    0  0.823492 0.108526
0.086 1.271 0.455    0  0.474200 0.061756
0.101 1.101 0.129    0  0.691927 0.189990
0.101 1.096 0.516    0  0.257443 0.094894
0.110 1.103 0.648    0  0.504163 0.168034
0.101 1.335 0.129    0  3.818974 0.109519
0.100 1.337 0.198    0  0.569773 0.079396
0.103 1.317 0.494    0  0.475754 0.049126
0.110 1.299 0.652    0  0.205828 0.080914
0.104 1.628 0.129    0  3.420735 0.051576
0.103 1.625 0.201    0  2.199969 0.029531
0.102 1.633 0.328    0  0.603544 0.040002
0.109 1.605 0.473    0  0.361360 0.040211
0.109 1.599 0.674    0  0.149970 0.060914
0.133 1.328 0.129    0  1.060361 0.075776
0.131 1.327 0.516    0  0.496906 0.071476
0.134 1.302 0.705    0  0.077400 0.141319
0.132 1.697 0.129    0  1.081106 0.047511
0.132 1.698 0.197    0  0.836222 0.027616
0.131 1.706 0.324    0  0.524033 0.030663
0.126 1.719 0.523    0  0.252428 0.031786
0.135 1.648 0.693    0  0.103700 0.048148
0.145 1.642 0.855    0  0.026785 0.072203
0.137 2.136 0.129    0  1.297419 0.079771
0.137 2.136 0.197    0  1.148558 0.024209
0.132 2.126 0.344    0  0.587360 0.025648
0.133 2.098 0.474    0  0.165312 0.034298
0.145 2.096 0.670    0  0.085759 0.054726
0.176 1.324 0.129    0  0.472726 0.122506
0.176 1.319 0.501    0  0.312462 0.192293
0.176 1.682 0.129    0  0.087500 0.200607
0.176 1.680 0.196    0  0.278285 0.042890
0.176 1.677 0.320    0  0.153605 0.048217
0.175 1.673 0.499    0  0.131313 0.049589
0.173 1.668 0.713    0  0.033200 0.103758
0.172 1.655 0.907    0  0.011663 0.247323
0.174 2.227 0.129    0  0.142132 0.154886
0.174 2.226 0.196    0  0.291044 0.026915
0.174 2.228 0.320    0  0.161378 0.028484
0.171 2.260 0.506    0  0.095165 0.029178
0.165 2.290 0.734    0  0.029232 0.045447
0.175 2.194 0.898    0  0.012806 0.074917
0.180 2.805 0.196    0  0.355263 0.027842
0.179 2.803 0.322    0  0.218763 0.028859
0.173 2.786 0.519    0  0.060986 0.038401
0.177 2.817 0.652    0  0.032795 0.049113
0.233 1.670 0.197    0  0.109934 0.105941
0.233 1.667 0.320    0  0.074998 0.075967
0.233 1.663 0.496    0  0.054118 0.105153
0.232 1.656 0.701    0  0.063721 0.100452
0.229 1.633 0.914    0  0.101178 0.183567
0.231 2.204 0.196    0  0.082523 0.062791
0.232 2.201 0.319    0  0.050464 0.044535
0.232 2.197 0.494    0  0.038733 0.058128
0.231 2.193 0.698    0  0.033584 0.070779
0.229 2.187 0.904    0  0.018488 0.091146
0.229 2.921 0.196    0  0.086530 0.060709
0.229 2.920 0.319    0  0.052467 0.034368
0.228 2.923 0.494    0  0.031964 0.036338
0.225 2.953 0.703    0  0.017523 0.051810
0.218 3.031 0.902    0  0.011091 0.083995
0.237 3.681 0.196    0  0.110578 0.079107
0.237 3.681 0.319    0  0.064188 0.040641
0.234 3.675 0.498    0  0.043868 0.040395
0.226 3.651 0.718    0  0.017040 0.066234
0.309 1.664 0.198    0  0.006183 0.748730
0.310 1.662 0.321    0  0.045598 0.328319
0.310 1.659 0.496    0  0.029368 0.119744
0.308 2.190 0.197    0  0.011272 0.358480
0.309 2.187 0.320    0  0.020795 0.062327
0.309 2.183 0.494    0  0.014234 0.064203
0.309 2.179 0.697    0  0.009756 0.093986
0.308 2.174 0.899    0  0.008781 0.130753
0.305 2.891 0.197    0  0.023754 0.110349
0.306 2.887 0.319    0  0.016935 0.042261
0.307 2.881 0.493    0  0.009506 0.046962
0.307 2.877 0.695    0  0.008645 0.065081
0.307 2.872 0.897    0  0.004907 0.121688
0.303 3.829 0.318    0  0.014389 0.039415
0.303 3.826 0.492    0  0.010112 0.036887
0.303 3.826 0.695    0  0.005608 0.058067
0.301 3.836 0.898    0  0.005112 0.063236
0.314 4.856 0.318    0  0.022054 0.053911
0.313 4.854 0.492    0  0.012936 0.053718
0.395 2.199 0.322    0  0.013320 0.099082
0.396 2.198 0.495    0  0.013318 0.123036
0.396 2.195 0.696    0  0.013920 0.147206
0.396 2.193 0.898    0  0.005730 0.072599
0.399 2.865 0.494    0  0.004556 0.077686
0.400 2.860 0.696    0  0.003869 0.082887
0.400 2.858 0.897    0  0.006534 0.159352
0.396 3.787 0.321    0  0.003873 0.078820
0.398 3.781 0.493    0  0.004353 0.055424
0.398 3.774 0.695    0  0.002375 0.077625
0.398 3.767 0.896    0  0.000153 0.177371
0.393 5.069 0.321    0  0.007013 0.060544
0.394 5.062 0.491    0  0.002815 0.055878
0.395 5.054 0.693    0  0.002377 0.068669
0.480 2.920 0.496    0  0.006084 0.175034
0.480 2.920 0.696    0  0.003046 0.141783
0.496 3.765 0.503    0  0.005959 0.136161
0.506 3.777 0.696    0  0.001943 0.121551
0.506 3.774 0.896    0  0.001455 0.072868
0.507 4.990 0.694    0 -0.003033 0.115630
0.509 4.981 0.895    0 -0.006450 0.267459

0.072 1.091 0.130    1  0.359302 0.222503
0.084 1.085 0.446    1 -0.639127 0.077770
0.079 1.086 0.681    1 -1.021122 0.103881
0.079 1.296 0.215    1 -0.160960 0.134783
0.086 1.271 0.455    1 -0.447295 0.086811
0.101 1.101 0.129    1 -0.208414 0.229576
0.101 1.096 0.516    1 -0.236601 0.145065
0.110 1.103 0.648    1 -0.960040 0.256077
0.101 1.335 0.129    1 -3.420819 0.135784
0.100 1.337 0.198    1 -0.173431 0.097825
0.103 1.317 0.494    1 -0.671450 0.064364
0.110 1.299 0.652    1 -0.327504 0.110846
0.104 1.628 0.129    1 -4.963447 0.079326
#0.103 1.625 0.201    1 -2.710966 0.045235
0.102 1.633 0.328    1 -0.727147 0.046220
0.109 1.605 0.473    1 -0.500661 0.056134
0.109 1.599 0.674    1 -0.216111 0.080493
#0.133 1.328 0.129    1 -1.077974 0.095610
#0.131 1.327 0.516    1 -0.749422 0.090077
0.134 1.302 0.705    1 -0.102273 0.219647
0.132 1.697 0.129    1 -1.223088 0.053171
