id = 163
editor = MH

collaboration = CLAS
process = ep2epgamma
exptype = fixed target
year = 2018
reference = arxiv.org/pdf/1810.02110

### Scattering Process

frame = Trento

in1energy = 5.88
in1particle = em
in1energyunit = GeV
in1polarizationvector = L
in1polarization = 1

in2particle = p

out1particle = em
out2particle = p
out3particle = gamma


### Observable
# XLU


y1name = XLU
y1namelong = Beam Helicity dependent Cross Section
y1unit = nb/GeV^4
y1value = column5
y1errorstatistic = column6
y1errorsystematic = column7


### x-axes

x1name = xB
x1unit = 1
x1value = column1

x2name = Q2
x2unit = GeV^2
x2value = column2

x3name = tm
x3unit = GeV^2
x3value = column3

x4name = phi 
x4unit = deg
x4value = column4

### Data
#
# CLAS 2018 XLU
#
#  xB      Q2    -t  phi     XLU             stat            syst
######################################################################
0.335  2.861  0.262  157.4  0.0116898        0.00390392      0.00120393
0.335  2.862  0.262  172.5  0.00637537       0.00343155      0.00176207
0.335  2.862  0.262  187.5  -0.0112622       0.00495529      0.00116508
0.335  2.861  0.262  202.6  -0.00202076      0.00359546      0.0042994
0.335  2.861  0.262  217.6  -0.00266318      0.00426652      0.000662888
0.335  2.86   0.262  232.7  -0.00262332      0.00482318      0.00192923
0.335  2.859  0.262  247.7  -0.0106942       0.0047024       0.00198673
0.335  2.858  0.262  262.8  -0.00554777      0.00333528      0.000700821
0.335  2.857  0.263  277.8  -0.0211069       0.0045909       0.00264487
0.334  2.857  0.263  292.9  -0.023048        0.00710765      0.0019171
0.334  2.859  0.264  307.9  -0.0252939       0.00638327      0.00255046
0.334  2.861  0.264  322.9  -0.0333522       0.00630124      0.00202598
0.334  2.857  0.264  337.7  -0.0104377       0.00593217      0.00178713
0.334  2.841  0.264  352.5  -0.0495811       0.00869121      0.00316209
0.335  2.764  0.342  7.5    0.0116747        0.0109777       0.00594374
0.335  2.822  0.342  22.5   0.015688         0.00765138      0.00195666
0.334  2.86   0.343  37     0.0168171        0.00477505      0.00212756
0.334  2.858  0.342  52     0.0251666        0.00385662      0.00230149
0.335  2.856  0.342  67     -0.00360106      0.00290275      0.000910426
0.335  2.856  0.341  82.1   0.00934418       0.00349529      0.00241761
0.335  2.857  0.341  97.2   0.00347772       0.00271762      0.00102727
0.335  2.858  0.341  112.2  0.00687916       0.00227885      0.000677542
0.335  2.859  0.341  127.3  0.00705343       0.0024957       0.00140276
0.335  2.86   0.341  142.3  -0.00233732      0.00231909      0.00171203
0.335  2.861  0.341  172.5  0.00525822       0.00234325      0.0011512
0.335  2.861  0.341  187.5  -0.00323505      0.00270775      0.00229676
0.335  2.86   0.341  202.6  -0.000464372     0.0021515       0.000210766
0.335  2.86   0.341  217.7  -0.000403469     0.00153613      0.000955273
0.335  2.859  0.341  232.7  -0.00808613      0.00219992      0.00144043
0.335  2.858  0.341  247.8  -0.00852991      0.0038579       0.00173528
0.335  2.857  0.341  262.8  -0.0134694       0.00384268      0.00101047
0.335  2.856  0.341  277.9  -0.00663414      0.00330913      0.00230223
0.335  2.856  0.342  293    -0.0142102       0.00332979      0.00327467
0.334  2.858  0.342  308    -0.0174409       0.00554493      0.00105044
0.334  2.86   0.343  323    -0.0207357       0.00385868      0.00198377
0.335  2.764  0.342  352.5  -0.00412861      0.00922284      0.00776355
0.335  2.755  0.448  22.8   0.00844262       0.00722944      0.00128588
0.335  2.851  0.45   37     0.0227705        0.00456898      0.00157215
0.334  2.855  0.449  51.9   0.0157861        0.00285437      0.00202867
0.335  2.854  0.449  67     0.00522637       0.00199083      0.000814354
0.335  2.854  0.448  82.1   0.0100945        0.00273059      0.000832123
0.335  2.855  0.448  97.1   -0.000441345     0.00192137      0.000792901
0.335  2.856  0.448  112.2  0.00105086       0.00212457      0.000715375
0.335  2.858  0.447  127.3  0.00554355       0.00230342      0.000431781
0.335  2.858  0.447  142.3  -0.00124282      0.00171547      0.000422202
0.335  2.86   0.447  157.4  0.00279986       0.00174758      0.000342619
0.335  2.859  0.447  172.5  -0.00110277      0.00209573      0.000340376
0.335  2.859  0.447  187.5  -0.000936637     0.00165781      0.00131809
0.335  2.86   0.447  202.6  0.00105267       0.00138888      0.000608863
0.335  2.858  0.447  217.7  0.00144383       0.00144214      0.000724733
0.335  2.858  0.447  232.7  -0.00228602      0.000991033     0.00101568
0.335  2.856  0.448  247.8  -0.00148284      0.00283512      0.000392927
0.335  2.855  0.448  262.9  -0.00593682      0.00222348      0.000455899
0.335  2.854  0.448  277.9  -0.00812249      0.00188757      0.00170875
0.335  2.854  0.449  293    -0.0122216       0.0024416       0.00104048
0.334  2.855  0.449  308.1  -0.00901194      0.00338238      0.00217947
0.335  2.851  0.45   323    0.000340089      0.00397214      0.00126685
0.335  2.755  0.448  337.2  -0.0208575       0.00644682      0.0046653
0.335  2.842  0.611  36.8   0.015085         0.00273084      0.00108707
0.335  2.849  0.608  51.8   0.00588329       0.00176032      0.000524447
0.335  2.85   0.607  66.9   0.00306108       0.00138506      0.000450295
0.335  2.851  0.606  82     -0.000877584     0.00133133      0.00118029
0.335  2.853  0.605  97.1   0.00394736       0.00168987      0.00102908
0.335  2.857  0.605  127.3  0.00233487       0.00148863      0.000563183
0.335  2.858  0.605  142.3  0.00162753       0.00122803      0.00304109
0.335  2.859  0.605  157.4  0.00441918       0.00300354      0.000257686
0.335  2.858  0.604  172.4  -0.0014504       0.00134189      0.000541651
0.335  2.858  0.604  187.6  0.0031991        0.00194894      0.000195148
0.335  2.859  0.605  202.6  -0.00109652      0.00113379      0.000563527
0.335  2.858  0.605  217.7  -0.000950092     0.00105128      0.000378542
0.335  2.857  0.605  232.7  -0.00108962      0.00108165      0.00070344
0.335  2.855  0.605  247.8  -0.00169541      0.00218091      0.0019434
0.335  2.853  0.605  262.9  -0.00334316      0.00156724      0.000465514
0.335  2.851  0.606  278    -0.00426582      0.00117693      0.000387971
0.335  2.85   0.607  293.1  -0.00338898      0.0012699       0.000592863
0.335  2.849  0.608  308.2  -0.00279886      0.00164859      0.00140994
0.335  2.842  0.611  323.2  -0.00603325      0.00260738      0.00131551
0.335  2.835  0.873  36.5   0.00134515       0.00141621      0.000263337
0.335  2.841  0.872  51.7   0.00143459       0.000734967     0.000157268
0.335  2.844  0.87   66.8   0.00146012       0.000805455     0.000310781
0.335  2.848  0.87   82     -0.00132001      0.00135758      0.000385947
0.335  2.851  0.869  97.1   0.00217854       0.00185743      0.0002336
0.335  2.857  0.868  217.6  0.000831183      0.000345176     0.000268685
0.335  2.853  0.868  247.9  -0.00368678      0.00283677      0.00135236
0.335  2.851  0.869  262.9  -0.00334868      0.00182965      0.000267829
0.335  2.848  0.87   278    -0.000500582     0.000617218     0.00018266
0.335  2.844  0.87   293.2  -0.00111963      0.000704582     0.000225783
0.335  2.841  0.872  308.3  -0.00386498      0.000833117     0.000361313
0.335  2.835  0.873  323.5  -0.00378615      0.00124981      0.00260231
0.334  2.805  1.646  7.9    -0.000912655     0.00119425      0.000289371
0.335  2.802  1.408  22.4   0.000073174    0.00077037      0.000195338
0.335  2.818  1.385  36.5   0.000268574      0.000388942     0.000091825
0.335  2.83   1.392  51.7   0.000442012      0.000331535     0.000114835
0.335  2.839  1.393  66.8   0.000228946      0.00032495      0.0000999247
0.335  2.843  1.392  81.9   0.00064131       0.000769632     0.000173408
0.337  2.855  1.39   172.2  -0.000802323     0.000661654     0.00035217
0.337  2.855  1.39   187.8  0.000201869      0.000317907     0.0000483148
0.334  2.844  1.389  263.1  -0.00081714      0.00084287      0.000163633
0.335  2.843  1.392  278.1  -0.000528032     0.00109203      0.0000783474
0.335  2.839  1.393  293.2  -0.0000524026   0.000212932       0.0000190469
0.335  2.818  1.385  323.5  -0.000796593     0.000513432     0.0000825747
0.335  2.802  1.408  337.6  0.00132957       0.000497544     0.000360373
0.334  2.805  1.646  352.1  -0.000469084     0.00139911      0.000243734
0.359  2.386  0.17   7.5    0.0177775        0.0350505       0.0390503
0.359  2.387  0.17   22.5   0.0440643        0.0357603       0.00256937
0.359  2.387  0.169  37.4   0.01327          0.0159259       0.00527075
0.359  2.389  0.169  67.4   -0.0136818       0.0100033       0.000797778
0.359  2.39   0.169  82.4   0.0153985        0.0119637       0.000897877
0.359  2.389  0.169  292.6  0.0366875        0.0303997       0.00748752
0.359  2.387  0.169  322.6  -0.0368169       0.0133547       0.00770829
0.359  2.387  0.17   337.5  -0.0221935       0.029403        0.00908356
0.359  2.386  0.17   352.5  -0.0108366       0.0189902       0.00230683
0.364  2.416  0.206  7.5    -0.0145233       0.0120592       0.0091854
0.364  2.416  0.206  22.4   0.0148527        0.00526169      0.0115111
0.364  2.417  0.205  37.3   0.0343737        0.00934509      0.00280245
0.364  2.419  0.205  52.3   0.00343352       0.00594642      0.00243191
0.364  2.42   0.205  67.3   0.00787657       0.00577149      0.00293596
0.364  2.422  0.204  82.3   0.0129964        0.0101926       0.00300774
0.365  2.423  0.204  97.3   0.0272991        0.0130835       0.0015918
0.365  2.425  0.203  247.7  0.00935171       0.0131903       0.00119748
0.365  2.423  0.204  262.7  -0.0068648       0.0100189       0.0145606
0.364  2.422  0.204  277.7  -0.00747645      0.00577846      0.00438239
0.364  2.42   0.205  292.7  -0.0147286       0.00881618      0.0305623
0.364  2.419  0.205  307.7  0.0103515        0.00580994      0.00538951
0.364  2.417  0.205  322.7  -0.0141039       0.00540522      0.00219101
0.364  2.416  0.206  337.6  -0.0142608       0.0063777       0.00212418
0.364  2.416  0.206  352.5  -0.0111637       0.00661059      0.00528367
0.364  2.418  0.265  7.4    0.0127447        0.00568361      0.00479784
0.364  2.418  0.265  22.3   -0.00230106      0.00811112      0.00478147
0.364  2.419  0.264  37.2   0.015439         0.00396995      0.00110764
0.364  2.42   0.264  52.2   0.00343635       0.00381598      0.00172847
0.364  2.422  0.263  67.2   0.00542988       0.00458671      0.000812022
0.365  2.425  0.263  97.2   0.0125643        0.0109449       0.00573004
0.365  2.425  0.263  262.8  0.0114319        0.00349839      0.00263604
0.365  2.423  0.263  277.8  -0.032457        0.0190806       0.00340761
0.364  2.422  0.263  292.8  -0.00708042      0.00648847      0.00327546
0.364  2.42   0.264  307.8  -0.0150306       0.00784518      0.00132578
0.364  2.419  0.264  322.8  -0.0106735       0.00332839      0.00277467
0.364  2.418  0.265  337.7  0.00185632       0.00522162      0.00124889
0.364  2.418  0.265  352.6  0.00982049       0.00492143      0.00120938
0.364  2.418  0.345  7.4    -0.00498297      0.00383886      0.00406971
0.364  2.419  0.344  22.2   0.00139003       0.00428084      0.00171368
0.364  2.419  0.343  37.1   0.018256         0.00420757      0.00163308
0.364  2.421  0.343  52.1   0.005543         0.00339678      0.000596218
0.364  2.422  0.342  67.1   0.00990593       0.00255325      0.00139038
0.365  2.423  0.342  82.1   0.012767         0.00376346      0.0014909
0.365  2.425  0.341  97.2   0.0046317        0.00331114      0.000513844
0.365  2.425  0.341  262.8  0.00746438       0.00570407      0.000917676
0.365  2.423  0.342  277.9  -0.00405077      0.00642968      0.00122432
0.364  2.422  0.342  292.9  -0.0162508       0.00532857      0.00267515
0.364  2.421  0.343  307.9  -0.00783748      0.00650424      0.00322062
0.364  2.419  0.343  322.9  -0.0193272       0.00427865      0.00229401
0.364  2.419  0.344  337.8  -0.00980901      0.00408691      0.00104072
0.364  2.418  0.345  352.6  -0.00576063      0.00410507      0.00196467
0.364  2.418  0.455  7.3    0.00685068       0.00375492      0.00137414
0.364  2.418  0.454  22.1   0.0164659        0.0037369       0.00238025
0.364  2.419  0.452  37     0.0175436        0.00276533      0.0011394
0.364  2.42   0.45   52     0.00637348       0.00273243      0.000799792
0.365  2.422  0.449  67     0.0069536        0.00250139      0.00164594
0.365  2.423  0.449  82.1   0.00546671       0.00209278      0.00193841
0.365  2.425  0.448  97.1   0.00657685       0.00585238      0.00701079
0.365  2.428  0.447  142.3  0.00931155       0.0182638       0.000542952
0.365  2.428  0.447  217.7  -0.00351541      0.0056248       0.000204982
0.365  2.423  0.449  277.9  -0.0109841       0.00306677      0.0015143
0.365  2.422  0.449  293    -0.0045865       0.00290632      0.00211751
0.364  2.42   0.45   308    -0.00793877      0.0035968       0.00190408
0.364  2.419  0.452  323    -0.0159212       0.00368983      0.00416931
0.364  2.418  0.454  337.9  -0.00785062      0.00283866      0.000513595
0.364  2.418  0.455  352.7  -0.00123797      0.00295533      0.000330065
0.364  2.413  0.621  7.2    0.00546702       0.0025874       0.00130037
0.364  2.417  0.618  21.8   0.00113719       0.0029762       0.00199385
0.364  2.417  0.613  36.7   0.00674244       0.00187862      0.000754382
0.365  2.419  0.61   51.8   0.00777313       0.00191255      0.000573268
0.365  2.421  0.608  66.9   0.00524354       0.00136076      0.00142379
0.365  2.423  0.607  82     0.00446333       0.00220156      0.0016458
0.365  2.427  0.605  127.2  -0.0177803       0.0337802       0.00320147
0.365  2.428  0.605  142.3  -0.0177118       0.033523        0.0021464
0.365  2.429  0.605  157.4  0.00416462       0.0158734       0.00162738
0.365  2.428  0.605  172.4  0.000878934      0.00158913      0.000617032
0.365  2.428  0.605  187.6  -0.00164136      0.00142446      0.000562985
0.365  2.429  0.605  202.6  -0.00208612      0.00122651      0.00111221
0.365  2.428  0.605  217.7  0.00341642       0.00376794      0.00143584
0.365  2.427  0.605  232.8  0.00719071       0.005867        0.00194146
0.365  2.423  0.607  278    0.0015883        0.00190358      0.00088681
0.365  2.421  0.608  293.1  -0.00235919      0.00136221      0.000347946
0.365  2.419  0.61   308.2  -0.0127504       0.00259345      0.00115966
0.364  2.417  0.613  323.3  -0.00478182      0.00172918      0.000457839
0.364  2.417  0.618  338.2  -0.00734269      0.0018803       0.000822066
0.364  2.413  0.621  352.8  0.000855818      0.00293447      0.00341205
0.364  2.404  0.895  21.4   0.00309017       0.00196719      0.00143829
0.365  2.414  0.885  36.4   0.00220463       0.00138133      0.000463365
0.365  2.417  0.878  51.6   0.00252142       0.00114951      0.000292814
0.365  2.42   0.874  66.8   0.000863894      0.00109494      0.00052151
0.365  2.425  0.871  97     -0.00665512      0.00561307      0.000937819
0.365  2.426  0.869  127.2  0.000960919      0.00259548      0.000748021
0.365  2.429  0.869  142.3  0.0047163        0.00416715      0.000396663
0.365  2.429  0.867  157.4  0.0015591        0.000674484     0.000888199
0.366  2.428  0.868  172.4  0.00140026       0.00652556      0.00108672
0.365  2.429  0.867  202.6  -0.00248093      0.00267475      0.0031883
0.365  2.429  0.869  217.7  0.00428548       0.0198631       0.00127765
0.365  2.426  0.869  232.8  0.00367777       0.00990268      0.000214449
0.365  2.427  0.869  247.8  -0.00240607      0.00696407      0.000140297
0.365  2.42   0.874  293.2  -0.00126317      0.00110232      0.000486556
0.365  2.417  0.878  308.4  -0.00192245      0.00129079      0.000823358
0.365  2.414  0.885  323.6  -0.0011307       0.00103586      0.000341204
0.364  2.404  0.895  338.6  -0.00328128      0.00144256      0.00384547
0.365  2.39   1.413  21.1   0.000201311      0.000684514     0.000225462
0.365  2.407  1.413  36.2   0.00166365       0.000514284     0.000118682
0.365  2.414  1.409  51.5   0.000600298      0.000421072     0.000467014
0.365  2.418  1.404  66.7   0.00409416       0.00291991      0.000455622
0.364  2.419  1.399  81.8   -0.00125627      0.00368985      0.000208512
0.363  2.438  1.397  127.5  0.000645431      0.00496997      0.000391078
0.367  2.425  1.392  142.3  0.00156273       0.00241601      0.000109637
0.362  2.438  1.4    201.8  -0.000293754     0.000436219     0.0000848693
0.367  2.425  1.392  217.7  -0.000213888     0.00107531      0.000400471
0.366  2.428  1.397  247.8  0.000880347      0.000795494     0.000416531
0.364  2.419  1.399  278.2  0.00265916       0.00250044      0.000235198
0.365  2.418  1.404  293.3  -0.000731512     0.00168497      0.000869603
0.365  2.414  1.409  308.5  -0.00102995      0.000553009     0.000309781
0.365  2.407  1.413  323.8  -0.00136875      0.000514785     0.000232289
0.365  2.39   1.413  338.9  -0.000481745     0.00061715      0.000332634
0.358  2.998  0.171  7.5    -0.0357059       0.0254186       0.00377313
0.358  2.998  0.171  22.5   0.0348806        0.0502067       0.00354364
0.358  2.999  0.171  37.4   0.0355134        0.0189525       0.00631103
0.358  2.999  0.171  52.4   -0.026645        0.0252587       0.00155366
0.358  3      0.17   67.4   -0.0307946       0.0493956       0.00179562
0.358  3      0.17   292.6  0.0180517        0.0266639       0.00105258
0.358  2.999  0.171  307.6  0.287789         0.390716        0.0174883
0.358  2.998  0.171  337.5  -0.0655717       0.0320927       0.00565622
0.363  3.049  0.206  7.5    0.013795         0.00756682      0.0035902
0.363  3.049  0.206  22.4   0.00125407       0.00582833      0.00454264
0.364  3.049  0.206  37.3   -0.00461942      0.00456227      0.00222724
0.364  3.05   0.205  52.3   0.0114934        0.0046409       0.00251064
0.364  3.051  0.205  67.3   0.00506585       0.00452129      0.00128673
0.364  3.052  0.204  82.3   0.0348893        0.0110605       0.00379522
0.364  3.053  0.204  97.3   0.0128029        0.0106851       0.0101508
0.364  3.053  0.204  262.7  -0.0180655       0.0100605       0.00117593
0.364  3.052  0.204  277.7  -0.00396838      0.00569265      0.00107424
0.364  3.05   0.205  307.7  -0.0117768       0.00562318      0.0032731
0.364  3.049  0.206  322.7  0.0129323        0.00546083      0.0013335
0.363  3.049  0.206  337.6  -0.00982891      0.00521874      0.00127392
0.363  3.049  0.206  352.5  0.00686226       0.00731272      0.00230262
0.364  3.059  0.265  7.4    0.011147         0.00572176      0.00103438
0.364  3.057  0.265  22.3   0.01209          0.00575526      0.00217806
0.364  3.055  0.264  37.2   0.0204041        0.00478972      0.00204914
0.364  3.054  0.264  52.2   0.0057232        0.00348576      0.000667431
0.364  3.053  0.263  67.2   -0.00251284      0.00321142      0.00186109
0.365  3.054  0.263  82.2   0.0124324        0.00300613      0.00105614
0.365  3.054  0.263  97.2   0.00752259       0.00369388      0.00313781
0.365  3.055  0.262  112.3  0.0121039        0.00316759      0.00224181
0.365  3.057  0.262  127.3  0.00700725       0.00306581      0.00721048
0.365  3.058  0.262  217.6  0.0137532        0.0065387       0.00105423
0.365  3.057  0.262  232.7  -0.0149394       0.00618713      0.00149831
0.365  3.055  0.262  247.7  -0.0137222       0.00407817      0.00212594
0.365  3.054  0.263  262.8  -0.00237659      0.00229183      0.000918696
0.365  3.054  0.263  277.8  -0.00874269      0.00423357      0.00233419
0.364  3.053  0.263  292.8  -0.00699181      0.00368813      0.00129675
0.364  3.054  0.264  307.8  -0.0076486       0.00635683      0.00359455
0.364  3.055  0.264  322.8  -0.00957585      0.00370037      0.00122494
0.364  3.057  0.265  337.7  -0.00992537      0.00436886      0.00124683
0.364  3.059  0.265  352.6  0.00922124       0.00725251      0.0010296
0.364  3.038  0.343  7.5    0.00928855       0.00475116      0.00121768
0.364  3.057  0.344  22.3   0.0101638        0.00536651      0.00164071
0.364  3.057  0.343  37.1   0.0157315        0.00340518      0.00159024
0.364  3.054  0.343  52.1   0.0169316        0.00310734      0.00207843
0.365  3.053  0.342  67.1   0.00702183       0.00234378      0.00154262
0.365  3.053  0.342  82.1   0.0155557        0.00379016      0.00304131
0.365  3.053  0.341  97.2   0.00706194       0.00215448      0.00140648
0.365  3.054  0.341  112.2  0.00800656       0.00175583      0.0006516
0.365  3.056  0.341  127.3  0.00212474       0.00246499      0.000467542
0.365  3.056  0.341  142.4  0.00432291       0.00303298      0.00243825
0.365  3.057  0.341  172.5  0.0128531        0.00711246      0.00224743
0.365  3.057  0.341  187.5  0.00336262       0.003595        0.000587963
0.365  3.057  0.341  202.6  0.000883598      0.00253233      0.00120058
0.365  3.056  0.341  217.6  -0.00533801      0.00252512      0.00154673
0.365  3.056  0.341  232.7  -0.00232799      0.00179745      0.000725757
0.365  3.054  0.341  247.8  -0.00754067      0.0022058       0.00161415
0.365  3.053  0.341  262.8  -0.00518596      0.00237837      0.000597833
0.365  3.053  0.342  277.9  -0.0114987       0.00315693      0.00245962
0.365  3.053  0.342  292.9  -0.00115645      0.00309701      0.00212754
0.364  3.054  0.343  307.9  -0.0185154       0.00460557      0.0039322
0.364  3.057  0.343  322.9  -0.0256171       0.00411778      0.00251492
0.364  3.057  0.344  337.7  -0.00465861      0.00397104      0.00123841
0.364  3.038  0.343  352.5  -0.00387111      0.00451146      0.0028472
0.365  2.944  0.449  7.6    0.017538         0.00646992      0.00144417
0.365  3.016  0.45   22.5   0.0169155        0.00439516      0.00304557
0.364  3.057  0.451  36.9   0.0050911        0.00254616      0.000830598
0.364  3.052  0.45   51.9   0.0072753        0.00221742      0.00135188
0.365  3.051  0.449  67     0.00682385       0.00148634      0.00103255
0.365  3.051  0.448  82.1   0.00848853       0.0029319       0.00210614
0.365  3.052  0.448  97.1   0.00358189       0.00181776      0.0011939
0.365  3.053  0.448  112.2  0.000555912      0.00117156      0.00054163
0.365  3.054  0.448  127.3  0.00143834       0.0014234       0.000638013
0.365  3.055  0.447  142.3  0.00109771       0.000881457     0.000590526
0.365  3.056  0.447  157.4  0.000903628      0.00199011      0.000241077
0.365  3.056  0.447  172.5  -0.00104815      0.00172752      0.000225128
0.365  3.056  0.447  187.5  -0.00172302      0.00189748      0.000298671
0.365  3.056  0.447  202.6  0.000504845      0.0020204       0.000334533
0.365  3.054  0.448  232.7  -0.00515067      0.00159416      0.00100987
0.365  3.053  0.448  247.8  -0.0020344       0.00221831      0.00023918
0.365  3.052  0.448  262.9  -0.00257269      0.00156019      0.000754292
0.365  3.051  0.448  277.9  -0.0046341       0.00191575      0.000682554
0.365  3.051  0.449  293    -0.00703736      0.00208176      0.000532039
0.364  3.052  0.45   308.1  -0.0101615       0.00224396      0.000948689
0.364  3.057  0.451  323.1  -0.00411117      0.00268563      0.000983099
0.365  3.016  0.45   337.5  -0.0095603       0.00346509      0.00134294
0.365  2.944  0.449  352.4  -0.0123206       0.00546693      0.00729322
0.365  2.94   0.608  22.9   0.0099559        0.00532349      0.000942263
0.365  3.048  0.611  36.7   0.012491         0.00197981      0.000840302
0.365  3.047  0.609  51.8   0.0050563        0.00120964      0.000495368
0.365  3.047  0.607  66.9   0.00363661       0.00110664      0.000499671
0.365  3.048  0.606  82     0.000754124      0.000826375     0.000326317
0.365  3.05   0.606  97.1   0.000919816      0.0013994       0.000729039
0.365  3.052  0.605  112.2  -0.000402233     0.000664921     0.000745001
0.365  3.053  0.605  127.3  0.00227698       0.00172157      0.000822343
0.365  3.054  0.605  142.3  0.00693068       0.00405165      0.00278267
0.365  3.055  0.605  157.4  -0.00398457      0.01169         0.00226443
0.365  3.056  0.605  172.5  0.0122418        0.00947913      0.000713814
0.365  3.054  0.605  217.7  -0.000314888     0.000719869     0.000248501
0.365  3.053  0.605  232.7  -0.00200528      0.00113721      0.000693092
0.365  3.052  0.605  247.8  -0.000775275     0.000927192     0.000280534
0.365  3.05   0.606  262.9  0.00165714       0.0011612       0.000351584
0.365  3.048  0.606  278    -0.00352896      0.00114159      0.000407963
0.365  3.047  0.607  293.1  -0.00347064      0.0014623       0.000971291
0.365  3.047  0.609  308.2  -0.00319313      0.00149456      0.000801435
0.365  3.048  0.611  323.3  -0.0105322       0.00194451      0.000655667
0.365  2.94   0.608  337.1  -0.00800704      0.00314933      0.00391008
0.365  3.036  0.877  36.5   0.00237141       0.000946524     0.00014686
0.365  3.038  0.874  51.7   0.00165035       0.000581294     0.000256016
0.365  3.041  0.872  66.9   0.00104315       0.000587283     0.00028971
0.365  3.043  0.87   82     0.000210028      0.000860552     0.000387725
0.365  3.048  0.869  97.1   0.000923405      0.000680312     0.000256352
0.365  3.049  0.868  112.2  0.000934215      0.000418956     0.000430758
0.365  3.052  0.868  217.7  0.00154758       0.00156725      0.000113563
0.365  3.049  0.868  247.8  -0.000519761     0.00073197      0.000164504
0.365  3.048  0.869  262.9  -0.00124847      0.000842098     0.00042123
0.365  3.043  0.87   278    0.000262915      0.000598832     0.000144869
0.365  3.041  0.872  293.1  -0.000836416     0.000829369     0.000227809
0.365  3.038  0.874  308.3  -0.0032746       0.00102365      0.000522349
0.365  3.036  0.877  323.5  -0.00263191      0.000858789     0.00111409
0.365  2.979  1.441  22.7   0.0020321        0.000801201     0.000514635
0.365  3.012  1.391  36.4   0.000866584      0.000418129     0.000171021
0.365  3.025  1.398  51.7   0.000257529      0.000204623     0.000358001
0.365  3.033  1.397  66.8   0.0000819641     0.000356402     0.000212325
0.365  3.04   1.396  82     -0.000173133     0.000691946     0.000252448
0.368  3.056  1.389  172.7  0.000193481      0.000543784     0.0000112818
0.365  3.04   1.396  278    0.000914544      0.000485954     0.0000970452
0.365  3.033  1.397  293.2  -0.000450987     0.000633908     0.000130843
0.365  3.025  1.398  308.3  -0.000352805     0.000576184     0.0000734624
0.365  3.012  1.391  323.6  0.000273972      0.00031576      0.0000969233
0.365  2.979  1.441  337.3  0.000852924      0.000597297     0.000186409
0.392  2.514  0.213  7.5    -0.0138984       0.015542        0.00161394
0.392  2.515  0.213  22.4   0.0202705        0.0112219       0.0139801
0.392  2.516  0.213  37.4   -0.0208616       0.0130324       0.00738324
0.392  2.517  0.213  52.4   0.0215257        0.0146891       0.0115944
0.392  2.519  0.213  82.4   0.033573         0.0164642       0.0234445
0.392  2.518  0.213  292.6  -0.0204838       0.0199884       0.00471926
0.392  2.517  0.213  307.6  -0.0563535       0.0269926       0.00366836
0.392  2.516  0.213  322.6  0.00238103       0.00695333      0.00961489
0.392  2.515  0.213  337.6  0.00525652       0.00488846      0.00406335
0.392  2.514  0.213  352.5  -0.0215968       0.00874155      0.00141814
0.398  2.548  0.266  7.5    0.00784754       0.00584882      0.00287035
0.398  2.55   0.265  37.3   -0.000728696     0.00202511      0.000643667
0.399  2.552  0.264  52.3   0.00422034       0.00296603      0.00165228
0.399  2.554  0.264  67.3   0.0043585        0.00336674      0.000462663
0.399  2.556  0.263  82.3   0.00430221       0.00279406      0.00340235
0.399  2.559  0.263  97.3   0.0228569        0.0161447       0.00133278
0.399  2.559  0.263  262.7  -0.00500718      0.00353727      0.000924999
0.399  2.556  0.263  277.7  -0.00224939      0.00506408      0.00415646
0.399  2.554  0.264  292.7  -0.0154663       0.00469775      0.00110783
0.399  2.552  0.264  307.7  -0.00819506      0.00300856      0.00166457
0.398  2.55   0.265  322.7  -0.00387081      0.00302103      0.00207183
0.398  2.549  0.265  337.6  -0.00490705      0.00364435      0.000496118
0.398  2.548  0.266  352.5  -0.00358731      0.00281332      0.000417809
0.398  2.549  0.345  7.4    0.00901966       0.00303172      0.00110928
0.398  2.55   0.344  22.3   0.00944956       0.00324334      0.0065871
0.399  2.552  0.344  37.2   0.00228107       0.00353019      0.00102048
0.399  2.554  0.343  52.2   0.00865624       0.00220303      0.000945072
0.399  2.556  0.342  67.2   0.00425893       0.00253479      0.000705463
0.399  2.558  0.342  82.2   0.0127614        0.0045207       0.00198269
0.399  2.56   0.341  97.2   0.00994982       0.00449636      0.000580169
0.399  2.56   0.341  262.8  0.00945481       0.00575244      0.000848555
0.399  2.558  0.342  277.8  0.00453951       0.00455938      0.00230378
0.399  2.556  0.342  292.8  -0.00464571      0.00357909      0.00121405
0.399  2.554  0.343  307.8  -0.0110598       0.00338034      0.00104374
0.398  2.55   0.344  337.7  -0.00218704      0.00212526      0.000245925
0.398  2.549  0.345  352.6  0.000941796      0.0025013       0.00082966
0.398  2.549  0.455  7.4    0.00410619       0.00244827      0.000762351
0.398  2.55   0.454  22.2   0.00696268       0.0026675       0.00138151
0.399  2.551  0.452  37.1   0.00611723       0.00211102      0.000761691
0.399  2.554  0.451  52     0.00388112       0.00191253      0.00104207
0.399  2.556  0.45   67.1   0.0044229        0.00172348      0.00379956
0.399  2.558  0.449  82.1   -0.0266417       0.0234668       0.00155347
0.4    2.562  0.448  112.2  -0.00451106      0.00718704      0.000263038
0.399  2.558  0.449  277.9  -0.0405184       0.030125        0.00239654
0.399  2.556  0.45   292.9  -0.00528383      0.00484996      0.000777726
