id = 182
editor = MH

## data were obtained from phi fitting. 
## Calculation of average and first sine harmonic (FTval and FTerr) was done

### Experiment

collaboration = CLAS
process = ep2epgamma
exptype = fixed target
year = 2022
reference = arxiv.org/pdf/2211.11274
inspiretex = CLAS:2022syx
reference2 = F.T. by M.H.

### Scattering Process

frame = Trento

in1particle = em
in1energy = 10.6
in1energyunit = GeV
in1polarizationvector = L
in1polarization = +1

in2particle = p

out1particle = em
out2particle = p
out3particle = gamma


### Observable 
# A_{LU}


y1name = ALU
y1namelong = Beam Spin Asymmetry
y1unit = 1
y1value = column4
y1errorstatistic = column5 
y1errorsystematic = column6 
# only statistical error is given to us so syst error is 0

### x-axes


x1name = Q2
x1unit = GeV^2
x1value = column1

x2name = xB
x2unit = 1
x2value = column2

x3name = tm
x3unit = GeV^2
x3value = column3

x4name = FTn
x4unit = 1
x4value = -1


### Data
#
#  CLAS 2022 ALU
#                                       error
#  Q2      xB      -t      ALU       stat     syst
#################################################################
1.17006 0.09397 0.15512     1.059    2.684     0.000
1.20288 0.16264 0.16717   -14.222   11.407     0.000
#1.23121 0.23880 0.18872  -374.824  248.689     0.000
1.17098 0.09829 0.29026     0.084    0.040     0.000
1.20665 0.15748 0.32277     6.494    3.579     0.000
1.23055 0.23951 0.34267    -0.912    1.084     0.000
1.16069 0.09807 0.55942     0.155    0.031     0.000
1.20139 0.16075 0.58099     0.005    0.098     0.000
1.22297 0.23502 0.63939     0.186    0.728     0.000
1.16971 0.09702 1.05316     0.768    0.181     0.000
1.21637 0.15868 1.09183    11.670    5.700     0.000
1.55841 0.11200 0.15729   -37.956   39.295     0.000
1.60686 0.16238 0.17049    33.140   39.693     0.000
#1.60722 0.25484 0.19802 -1566.452 1529.882     0.000
1.54549 0.11408 0.28831     2.736    1.997     0.000
1.60576 0.15599 0.31425    -0.242    0.481     0.000
#1.60412 0.25678 0.35114   530.156  191.931     0.000
1.54972 0.11304 0.56128     0.319    0.150     0.000
1.59735 0.16169 0.58224     0.279    0.252     0.000
1.60562 0.25015 0.64407     0.158    0.071     0.000
#1.55867 0.11184 1.06659   256.226  188.531     0.000
1.59577 0.16260 1.12704     4.243   15.416     0.000
2.01479 0.14001 0.16508   -44.642   67.782     0.000
2.11820 0.19896 0.18445     3.411   12.180     0.000
#2.11580 0.30858 0.23861   989.707  800.981     0.000
2.01347 0.14258 0.29988     0.276    0.319     0.000
2.12931 0.19307 0.32879     0.631    0.190     0.000
2.12990 0.30825 0.39575     1.008    1.211     0.000
2.00625 0.14243 0.56632     0.274    0.243     0.000
2.10837 0.19527 0.59712     0.085    0.284     0.000
2.11950 0.31098 0.67478     0.047    0.126     0.000
#2.01895 0.14152 1.15441   151.954  131.680     0.000
2.10143 0.20276 1.21244     8.393   20.871     0.000
2.14984 0.29989 1.25910     0.133    0.167     0.000
2.67197 0.18214 0.18304   -32.197   65.908     0.000
#2.79578 0.25837 0.21527   -84.646   43.112     0.000
#2.82674 0.38527 0.31506   483.731  493.905     0.000
2.68499 0.18571 0.32106     0.286    0.382     0.000
2.84675 0.25492 0.36339     0.508    0.324     0.000
#2.84042 0.38551 0.48235  2111.297 2843.957     0.000
2.66791 0.18912 0.57114    -0.318    0.659     0.000
2.83258 0.25276 0.63345     0.259    0.088     0.000
2.83377 0.38373 0.74324     0.192    0.109     0.000
#2.69315 0.18641 1.29387   635.194  348.192     0.000
2.81817 0.26031 1.32531    -0.073    0.203     0.000
2.86773 0.38398 1.42667     0.120    0.214     0.000
3.65053 0.26778 0.23381   -37.761   77.519     0.000
4.07611 0.41038 0.35158    47.634   82.917     0.000
3.73571 0.26564 0.37634     0.672    1.263     0.000
4.05270 0.40009 0.50901     0.785    5.486     0.000
3.80230 0.27187 0.64104     0.327    0.676     0.000
4.09765 0.40697 0.78327    -0.085    1.513     0.000
3.82223 0.28079 1.40738    -0.939    5.891     0.000
4.15476 0.40258 1.71891     0.163    0.103     0.000
5.94066 0.45489 0.41789    -0.657    0.849     0.000
5.78181 0.43507 0.57296     1.371    2.763     0.000
5.73104 0.41530 0.81801     0.341    0.130     0.000
5.88232 0.43608 1.83320     0.623    0.192     0.000
7.16866 0.61524 2.73428     0.313    0.843     0.000
